passage_id,corpus,analysis_profile,analysis_reading,granularity,book,start_reference,end_reference,disputed_passage_ids_json,token_count
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_MRK_016_015_MRK_016_016~4fa4cd44c6e5f73a76be9efad3d64cb002eb171527b1e1ac92ec15f02af1da57,greek,edition_complete,source,two_verse,MRK,MRK 16:15,MRK 16:16,"[""mark_longer_ending""]",23
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_MRK_016_016_MRK_016_017~1493c5051eaf27070c1810c6f553d9fa2ef3f669ffdb4b113fa1ed133dcf8416,greek,edition_complete,source,two_verse,MRK,MRK 16:16,MRK 16:17,"[""mark_longer_ending""]",24
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_MRK_016_017_MRK_016_018~855d19d9679aaf5ec8a039489233cc95811b7cbecc4b1cd641bbd7b851ce613a,greek,edition_complete,source,two_verse,MRK,MRK 16:17,MRK 16:18,"[""mark_longer_ending""]",32
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_MRK_016_018_MRK_016_019~45b5acc71459aec80de2b0dc6670a488b552bcc6c3e9d3dd167527d604c61d55,greek,edition_complete,source,two_verse,MRK,MRK 16:18,MRK 16:19,"[""mark_longer_ending""]",36
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_MRK_016_019_MRK_016_020~16193648775267383e3ed20e931c75386e98904d9c54371639a2d7505bee04cf,greek,edition_complete,source,two_verse,MRK,MRK 16:19,MRK 16:20,"[""mark_longer_ending""]",35
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_JHN_007_052_JHN_007_053~32e841e77fd6497affcc912cd804c5b3e1d4288cbfb17d02dfb7511b55f89e55,greek,edition_complete,source,two_verse,JHN,JHN 7:52,JHN 7:53,"[""pericope_adulterae""]",28
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_JHN_007_053_JHN_008_001~33e9043d5aa9bd225668a56e1643b51105d6d5a4c801326ff5a676ba0bd6ffd6,greek,edition_complete,source,two_verse,JHN,JHN 7:53,JHN 8:1,"[""pericope_adulterae""]",15
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_JHN_008_001_JHN_008_002~963aad951254f9b9efc9b07abdba806f3e90ca60d8a4cb44b09d17496471b712,greek,edition_complete,source,two_verse,JHN,JHN 8:1,JHN 8:2,"[""pericope_adulterae""]",26
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_JHN_008_002_JHN_008_003~2424101aa3575356206aa38abafcad6ff6123cf74549da6bd25020025321ca1b,greek,edition_complete,source,two_verse,JHN,JHN 8:2,JHN 8:3,"[""pericope_adulterae""]",36
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_JHN_008_003_JHN_008_004~ad4d07d09f703f42d5e4469c53bdef5e49ac1173d0a7c6bb8ee7226ea71f4cb1,greek,edition_complete,source,two_verse,JHN,JHN 8:3,JHN 8:4,"[""pericope_adulterae""]",27
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_JHN_008_004_JHN_008_005~79c461fefc413ee5d5bbc20ac1ade5eda84fecdd31c1b3c1fe71833b308e8b20,greek,edition_complete,source,two_verse,JHN,JHN 8:4,JHN 8:5,"[""pericope_adulterae""]",23
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_JHN_008_005_JHN_008_006~9ac3501affe0afe6a9d6044820dda3e7ce681dc020026257f90d41e8ce1d7379,greek,edition_complete,source,two_verse,JHN,JHN 8:5,JHN 8:6,"[""pericope_adulterae""]",34
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_JHN_008_006_JHN_008_007~f4b68c7a4a3671b51d3782efc241e0e78a988d91dc119113006c1c1c98b4c2bc,greek,edition_complete,source,two_verse,JHN,JHN 8:6,JHN 8:7,"[""pericope_adulterae""]",38
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_JHN_008_007_JHN_008_008~4164c0ebc1bf1f595836b7e04716c39352dd373f99d22ede4d457ba758afe871,greek,edition_complete,source,two_verse,JHN,JHN 8:7,JHN 8:8,"[""pericope_adulterae""]",26
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_JHN_008_008_JHN_008_009~31c528192449245e04575c7eae4d30bac400b46668d021d2a0c2f49e7555ea3d,greek,edition_complete,source,two_verse,JHN,JHN 8:8,JHN 8:9,"[""pericope_adulterae""]",37
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_JHN_008_009_JHN_008_010~46e00986034b3b8eecf9810abbbf0a366c9d105dbb510ce9f18970d1fd82ba01,greek,edition_complete,source,two_verse,JHN,JHN 8:9,JHN 8:10,"[""pericope_adulterae""]",52
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_JHN_008_010_JHN_008_011~573fac00e53b6097d611b39a261b5b40cdc8b0178597b691cf485686cafa75a7,greek,edition_complete,source,two_verse,JHN,JHN 8:10,JHN 8:11,"[""pericope_adulterae""]",41
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_JHN_008_011_JHN_008_012~071978b2de7dc46d4a50386649fa1a5a4fdc15d6026a6bdabb8c43af5b3216ea,greek,edition_complete,source,two_verse,JHN,JHN 8:11,JHN 8:12,"[""pericope_adulterae""]",46
P_GNT_EDITION_COMPLETE_SOURCE_VERSE_MRK_016_009~28da1ea23370ad4ef6d8377efeefb2a51a26b7a24ace9cdeedf76f52eaa1bc8f,greek,edition_complete,source,verse,MRK,MRK 16:9,MRK 16:9,"[""mark_longer_ending""]",15
P_GNT_EDITION_COMPLETE_SOURCE_VERSE_MRK_016_010~5e7c1ebdeceb05283ff367e83887d429c5a5fd708d0447b0ae1a1080eb011b8e,greek,edition_complete,source,verse,MRK,MRK 16:10,MRK 16:10,"[""mark_longer_ending""]",10
P_GNT_EDITION_COMPLETE_SOURCE_VERSE_MRK_016_011~87e3a464629d74bc3d5bb8cd513fcf197ea9de6b2e7041c53ca0896e45c95b67,greek,edition_complete,source,verse,MRK,MRK 16:11,MRK 16:11,"[""mark_longer_ending""]",9
P_GNT_EDITION_COMPLETE_SOURCE_VERSE_MRK_016_012~b21b8913c11bea1a5904ee2bc699cec0121a1439a24eb30cdceeefca03185411,greek,edition_complete,source,verse,MRK,MRK 16:12,MRK 16:12,"[""mark_longer_ending""]",14
P_GNT_EDITION_COMPLETE_SOURCE_VERSE_MRK_016_013~2dc8deb9f7e2c31258536d17bc0cdc75c3f576b83a4e26244e9f555ac2b06768,greek,edition_complete,source,verse,MRK,MRK 16:13,MRK 16:13,"[""mark_longer_ending""]",8
P_GNT_EDITION_COMPLETE_SOURCE_VERSE_MRK_016_014~5bbd0d615e32c7a1ea6d843235c2d07fcc9909e634b4e220687d81c1463e364b,greek,edition_complete,source,verse,MRK,MRK 16:14,MRK 16:14,"[""mark_longer_ending""]",21
P_GNT_EDITION_COMPLETE_SOURCE_VERSE_MRK_016_015~29b024e5e84dda1335d66b847a22cfaeea71ad9229e1d875b13879e6b0612e36,greek,edition_complete,source,verse,MRK,MRK 16:15,MRK 16:15,"[""mark_longer_ending""]",14
P_GNT_EDITION_COMPLETE_SOURCE_VERSE_MRK_016_016~8ff538237c09c68fedc68fc2923b518a173efda60eb731b3523766fcc04cee9a,greek,edition_complete,source,verse,MRK,MRK 16:16,MRK 16:16,"[""mark_longer_ending""]",9
P_GNT_EDITION_COMPLETE_SOURCE_VERSE_MRK_016_017~a60b4d7cf376e22c4b7c5e3554afbb2dc375a1fc614e1ae1acb1fdc4a9af64d1,greek,edition_complete,source,verse,MRK,MRK 16:17,MRK 16:17,"[""mark_longer_ending""]",15
P_GNT_EDITION_COMPLETE_SOURCE_VERSE_MRK_016_018~be614c9cb6f4f7f55a36bebef1dff86f5fc6bfbf8b62f770425e5c3a07a9355f,greek,edition_complete,source,verse,MRK,MRK 16:18,MRK 16:18,"[""mark_longer_ending""]",17
P_GNT_EDITION_COMPLETE_SOURCE_VERSE_MRK_016_019~625e83612e8b2b341e0bc52aee496c5e0c4413feee782541bb4c8386630555da,greek,edition_complete,source,verse,MRK,MRK 16:19,MRK 16:19,"[""mark_longer_ending""]",19
P_GNT_EDITION_COMPLETE_SOURCE_VERSE_MRK_016_020~8388eb549c7da95850ec819cf4b093bff94c7df11878c714e6c6c554f8961927,greek,edition_complete,source,verse,MRK,MRK 16:20,MRK 16:20,"[""mark_longer_ending""]",16
P_GNT_EDITION_COMPLETE_SOURCE_VERSE_MRK_016_099~5327b4c8b1f8d683c3582d63d954572f92b4c770899967eb2b6835ef2e6c1f76,greek,edition_complete,source,verse,MRK,MRK 16:99,MRK 16:99,"[""mark_alternate_ending""]",33
P_GNT_EDITION_COMPLETE_SOURCE_VERSE_JHN_007_053~b7d330c358c0eba268b8f1f561ba49a6203e3748f5f0ad97eb284d1bc79b73b2,greek,edition_complete,source,verse,JHN,JHN 7:53,JHN 7:53,"[""pericope_adulterae""]",7
P_GNT_EDITION_COMPLETE_SOURCE_VERSE_JHN_008_001~ad775386b4a3423532717d7b85c654d78d914aa73f415eae3635796888635c00,greek,edition_complete,source,verse,JHN,JHN 8:1,JHN 8:1,"[""pericope_adulterae""]",8
P_GNT_EDITION_COMPLETE_SOURCE_VERSE_JHN_008_002~e1d1b85d0cc58e624a9efdd0fb69f891d0d9bc031dbd928656cab2e8e9642f86,greek,edition_complete,source,verse,JHN,JHN 8:2,JHN 8:2,"[""pericope_adulterae""]",18
P_GNT_EDITION_COMPLETE_SOURCE_VERSE_JHN_008_003~ad2b1f6bb5cb4e944c849ec03537ecc6c0e14458989a9a253d6e82c950e539a4,greek,edition_complete,source,verse,JHN,JHN 8:3,JHN 8:3,"[""pericope_adulterae""]",18
P_GNT_EDITION_COMPLETE_SOURCE_VERSE_JHN_008_004~e500565500af2c66b7bc8425713304ef1736ae33faffb264814bc0ff8385820f,greek,edition_complete,source,verse,JHN,JHN 8:4,JHN 8:4,"[""pericope_adulterae""]",9
P_GNT_EDITION_COMPLETE_SOURCE_VERSE_JHN_008_005~693f1a38eaf1b430047196688944ab75b0905bd892ee24e00965b4c812df2336,greek,edition_complete,source,verse,JHN,JHN 8:5,JHN 8:5,"[""pericope_adulterae""]",14
P_GNT_EDITION_COMPLETE_SOURCE_VERSE_JHN_008_006~aa00bfc184d3512b90cdaee0c774a362d6c888aa3e9ad9870a21577afaffcb83,greek,edition_complete,source,verse,JHN,JHN 8:6,JHN 8:6,"[""pericope_adulterae""]",20
P_GNT_EDITION_COMPLETE_SOURCE_VERSE_JHN_008_007~c4b431e1db9f0969d026860d15c2e6058bac13ea3b6fab221f0aeb814455bdd4,greek,edition_complete,source,verse,JHN,JHN 8:7,JHN 8:7,"[""pericope_adulterae""]",18
P_GNT_EDITION_COMPLETE_SOURCE_VERSE_JHN_008_008~a42f70ad46addc2fe4bf3f6d5ad4fd97a2ab42d3f73d515531dc10e2c2747117,greek,edition_complete,source,verse,JHN,JHN 8:8,JHN 8:8,"[""pericope_adulterae""]",8
P_GNT_EDITION_COMPLETE_SOURCE_VERSE_JHN_008_009~b8335da74ebccf332d4ba55b794b21b826ec66e7daddeb9a33625c5609d6626a,greek,edition_complete,source,verse,JHN,JHN 8:9,JHN 8:9,"[""pericope_adulterae""]",29
P_GNT_EDITION_COMPLETE_SOURCE_VERSE_JHN_008_010~65dd3ef809e78ac183881ac675ec95d2e26a5164a14a2e1b4329280a08fb53a9,greek,edition_complete,source,verse,JHN,JHN 8:10,JHN 8:10,"[""pericope_adulterae""]",23
P_GNT_EDITION_COMPLETE_SOURCE_VERSE_JHN_008_011~d1335bbb4bedaf2e66997b2ad38812afb8f783b6bd96d90b7bd786570fc3bc15,greek,edition_complete,source,verse,JHN,JHN 8:11,JHN 8:11,"[""pericope_adulterae""]",18
