passage_id,corpus,analysis_profile,analysis_reading,granularity,book,start_reference,end_reference,reference_sequence_json,token_count
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_MAT_023_013_MAT_023_015~a61a9a8e9016c0124c67f04cd482958121c0491fac2cb0fa2973dfc4201e7d5c,greek,edition_complete,source,two_verse,MAT,MAT 23:13,MAT 23:15,"[""MAT 23:13"",""MAT 23:15""]",50
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_MRK_007_015_MRK_007_017~ebef94147880869906e59825d8e5db1e1277462c3f243d028fb542f831031dcc,greek,edition_complete,source,two_verse,MRK,MRK 7:15,MRK 7:17,"[""MRK 7:15"",""MRK 7:17""]",38
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_MRK_009_043_MRK_009_045~356c37cefa240ed53f2f4f93a132004897d71ad1e001cc91e014565a5d9bb1b0,greek,edition_complete,source,two_verse,MRK,MRK 9:43,MRK 9:45,"[""MRK 9:43"",""MRK 9:45""]",57
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_MRK_009_045_MRK_009_047~1b05d952f67c1b6a1ac4b32f622bb9c696864a678703c62f0e43ccee534f39b5,greek,edition_complete,source,two_verse,MRK,MRK 9:45,MRK 9:47,"[""MRK 9:45"",""MRK 9:47""]",53
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_MRK_011_025_MRK_011_027~7fc1ced430ea993523374560bd1f10f733d0c8a2f3effe435684f6cbaf953fb6,greek,edition_complete,source,two_verse,MRK,MRK 11:25,MRK 11:27,"[""MRK 11:25"",""MRK 11:27""]",46
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_MRK_015_027_MRK_015_029~081d83e00f134166706d72134fee70a834234bcb3f2cf304937875170e4c2d3c,greek,edition_complete,source,two_verse,MRK,MRK 15:27,MRK 15:29,"[""MRK 15:27"",""MRK 15:29""]",35
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_LUK_017_035_LUK_017_037~b270efeb0e6f9d3f0c7c1802e2d63d0f1c815753a160740b5ac5cdeb426e48a2,greek,edition_complete,source,two_verse,LUK,LUK 17:35,LUK 17:37,"[""LUK 17:35"",""LUK 17:37""]",31
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_LUK_023_016_LUK_023_018~45990fa424aaa30c6a1d9bb21d7b7b075924fdf480236697ee98d3148b72d970,greek,edition_complete,source,two_verse,LUK,LUK 23:16,LUK 23:18,"[""LUK 23:16"",""LUK 23:18""]",15
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_ACT_008_036_ACT_008_038~04d5b20fc5f9f1249c9e676687afcd3dc1070df8f6825e479938340836044db5,greek,edition_complete,source,two_verse,ACT,ACT 8:36,ACT 8:38,"[""ACT 8:36"",""ACT 8:38""]",40
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_ACT_015_033_ACT_015_035~e217fe1a064f71bf8bcda8224712eac6d0eab3eb96ceea122d88003497990c9e,greek,edition_complete,source,two_verse,ACT,ACT 15:33,ACT 15:35,"[""ACT 15:33"",""ACT 15:35""]",31
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_ACT_024_006_ACT_024_008~4017aa38cc73e33c82a937a92bb7ae301332497550ad8e5289c9b74ec86120ed,greek,edition_complete,source,two_verse,ACT,ACT 24:6,ACT 24:8,"[""ACT 24:6"",""ACT 24:8""]",22
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_ACT_028_028_ACT_028_030~1e5e64ae7ea29c73c07fe8ec8ea7d9cb4daa412a78321e2b8d7e4ab1c9778f36,greek,edition_complete,source,two_verse,ACT,ACT 28:28,ACT 28:30,"[""ACT 28:28"",""ACT 28:30""]",30
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_ROM_016_023_ROM_016_025~51e6b00df7fb471d69db2b2be8bea4a689220b705d7d3fabf3ea360f7b3e6de6,greek,edition_complete,source,two_verse,ROM,ROM 16:23,ROM 16:25,"[""ROM 16:23"",""ROM 16:25""]",41
