locus_id,source_book_identifier,canonical_book,chapter,verse,kind,resolution_status,unresolved_fields,field_statuses
KQL_EZK_033_016_0002,Ezek,EZK,33,16,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_036_013_0013,Ezek,EZK,36,13,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_036_014_0006,Ezek,EZK,36,14,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_036_015_0012,Ezek,EZK,36,15,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_037_016_0013,Ezek,EZK,37,16,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_037_016_0026,Ezek,EZK,37,16,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_037_019_0018,Ezek,EZK,37,19,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_006_0009,Ezek,EZK,40,6,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_009_0007,Ezek,EZK,40,9,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_015_0004,Ezek,EZK,40,15,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_021_0001,Ezek,EZK,40,21,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_021_0007,Ezek,EZK,40,21,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_021_0009,Ezek,EZK,40,21,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_022_0001,Ezek,EZK,40,22,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_022_0003,Ezek,EZK,40,22,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_022_0005,Ezek,EZK,40,22,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_022_0017,Ezek,EZK,40,22,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_024_0009,Ezek,EZK,40,24,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_024_0011,Ezek,EZK,40,24,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_025_0003,Ezek,EZK,40,25,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_026_0003,Ezek,EZK,40,26,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_026_0005,Ezek,EZK,40,26,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_026_0015,Ezek,EZK,40,26,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_029_0001,Ezek,EZK,40,29,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_029_0003,Ezek,EZK,40,29,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_029_0005,Ezek,EZK,40,29,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_029_0011,Ezek,EZK,40,29,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_031_0007,Ezek,EZK,40,31,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_031_0011,Ezek,EZK,40,31,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_033_0001,Ezek,EZK,40,33,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_033_0003,Ezek,EZK,40,33,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_033_0005,Ezek,EZK,40,33,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_033_0011,Ezek,EZK,40,33,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_034_0001,Ezek,EZK,40,34,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_034_0007,Ezek,EZK,40,34,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_034_0013,Ezek,EZK,40,34,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_036_0001,Ezek,EZK,40,36,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_036_0003,Ezek,EZK,40,36,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_036_0005,Ezek,EZK,40,36,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_037_0001,Ezek,EZK,40,37,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_037_0007,Ezek,EZK,40,37,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_040_037_0013,Ezek,EZK,40,37,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_041_015_0010,Ezek,EZK,41,15,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_042_009_0001,Ezek,EZK,42,9,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_042_009_0006,Ezek,EZK,42,9,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_042_014_0018,Ezek,EZK,42,14,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_043_011_0017,Ezek,EZK,43,11,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_043_011_0020,Ezek,EZK,43,11,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_043_016_0001,Ezek,EZK,43,16,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_043_026_0009,Ezek,EZK,43,26,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_044_005_0023,Ezek,EZK,44,5,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_044_024_0005,Ezek,EZK,44,24,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_044_024_0008,Ezek,EZK,44,24,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_045_005_0008,Ezek,EZK,45,5,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_046_019_0017,Ezek,EZK,46,19,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_047_008_0017,Ezek,EZK,47,8,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_047_011_0001,Ezek,EZK,47,11,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_047_012_0025,Ezek,EZK,47,12,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_048_015_0017,Ezek,EZK,48,15,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_048_016_0012,Ezek,EZK,48,16,ketiv_only,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_048_018_0017,Ezek,EZK,48,18,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_048_021_0035,Ezek,EZK,48,21,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZR_003_003_0010,Ezra,EZR,3,3,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_EZR_004_002_0015,Ezra,EZR,4,2,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_EZR_004_004_0008,Ezra,EZR,4,4,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_EZR_004_007_0008,Ezra,EZR,4,7,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZR_004_009_0013,Ezra,EZR,4,9,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZR_004_009_0017,Ezra,EZR,4,9,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZR_004_012_0015,Ezra,EZR,4,12,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZR_004_012_0018,Ezra,EZR,4,12,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_EZR_005_001_0003,Ezra,EZR,5,1,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZR_005_001_0008,Ezra,EZR,5,1,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZR_005_002_0016,Ezra,EZR,5,2,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZR_005_012_0014,Ezra,EZR,5,12,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZR_006_014_0007,Ezra,EZR,6,14,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZR_006_017_0015,Ezra,EZR,6,17,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZR_007_018_0003,Ezra,EZR,7,18,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZR_007_018_0006,Ezra,EZR,7,18,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZR_007_026_0020,Ezra,EZR,7,26,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZR_008_014_0004,Ezra,EZR,8,14,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZR_008_017_0001,Ezra,EZR,8,17,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_EZR_008_017_0016,Ezra,EZR,8,17,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZR_008_025_0001,Ezra,EZR,8,25,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_EZR_010_012_0008,Ezra,EZR,10,12,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZR_010_029_0008,Ezra,EZR,10,29,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZR_010_037_0003,Ezra,EZR,10,37,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_GEN_013_003_0012,Gen,GEN,13,3,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_GEN_024_033_0001,Gen,GEN,24,33,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_GEN_027_029_0003,Gen,GEN,27,29,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_GEN_030_011_0003,Gen,GEN,30,11,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_GEN_043_028_0008,Gen,GEN,43,28,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_GEN_049_011_0003,Gen,GEN,49,11,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_GEN_049_011_0013,Gen,GEN,49,11,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_HAB_003_014_0004,Hab,HAB,3,14,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_HAG_001_008_0009,Hag,HAG,1,8,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_HOS_010_010_0008,Hos,HOS,10,10,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_ISA_003_015_0001,Isa,ISA,3,15,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_ISA_009_002_0003,Isa,ISA,9,2,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_ISA_009_006_0001,Isa,ISA,9,6,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_ISA_010_006_0012,Isa,ISA,10,6,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_ISA_010_013_0012,Isa,ISA,10,13,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_ISA_023_013_0012,Isa,ISA,23,13,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_ISA_026_020_0006,Isa,ISA,26,20,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_ISA_030_032_0015,Isa,ISA,30,32,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_ISA_032_015_0009,Isa,ISA,32,15,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_ISA_036_012_0021,Isa,ISA,36,12,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_ISA_036_012_0025,Isa,ISA,36,12,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_ISA_037_030_0016,Isa,ISA,37,30,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_ISA_039_002_0007,Isa,ISA,39,2,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_ISA_041_023_0012,Isa,ISA,41,23,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_ISA_042_024_0003,Isa,ISA,42,24,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_ISA_044_024_0016,Isa,ISA,44,24,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_ISA_046_011_0007,Isa,ISA,46,11,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_ISA_049_005_0012,Isa,ISA,49,5,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_ISA_049_006_0010,Isa,ISA,49,6,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_ISA_049_013_0005,Isa,ISA,49,13,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_ISA_052_005_0002,Isa,ISA,52,5,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_ISA_052_005_0013,Isa,ISA,52,5,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_ISA_055_013_0005,Isa,ISA,55,13,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_ISA_056_010_0001,Isa,ISA,56,10,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_ISA_060_021_0008,Isa,ISA,60,21,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_ISA_062_003_0006,Isa,ISA,62,3,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_ISA_063_009_0003,Isa,ISA,63,9,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_ISA_065_004_0008,Isa,ISA,65,4,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_JDG_004_011_0013,Judg,JDG,4,11,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JDG_006_005_0006,Judg,JDG,6,5,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JDG_007_021_0010,Judg,JDG,7,21,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JDG_009_008_0009,Judg,JDG,9,8,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JDG_011_037_0020,Judg,JDG,11,37,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JDG_013_017_0010,Judg,JDG,13,17,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JDG_016_018_0018,Judg,JDG,16,18,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JDG_016_021_0014,Judg,JDG,16,21,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JDG_016_025_0002,Judg,JDG,16,25,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_JDG_016_025_0014,Judg,JDG,16,25,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JDG_016_026_0009,Judg,JDG,16,26,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_JDG_017_002_0009,Judg,JDG,17,2,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_JDG_019_003_0008,Judg,JDG,19,3,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_JDG_019_025_0021,Judg,JDG,19,25,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_JDG_021_020_0001,Judg,JDG,21,20,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JDG_021_022_0007,Judg,JDG,21,22,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_JER_001_005_0002,Jer,JER,1,5,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_002_016_0004,Jer,JER,2,16,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_002_024_0005,Jer,JER,2,24,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_002_025_0004,Jer,JER,2,25,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_JER_002_027_0007,Jer,JER,2,27,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_003_007_0011,Jer,JER,3,7,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JER_004_030_0001,Jer,JER,4,30,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JER_005_006_0021,Jer,JER,5,6,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_006_021_0018,Jer,JER,6,21,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JER_006_029_0003,Jer,JER,6,29,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_007_022_0009,Jer,JER,7,22,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_008_006_0016,Jer,JER,8,6,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_008_007_0007,Jer,JER,8,7,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_010_013_0009,Jer,JER,10,13,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_013_016_0017,Jer,JER,13,16,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JER_013_020_0004,Jer,JER,13,20,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JER_014_003_0003,Jer,JER,14,3,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_014_014_0018,Jer,JER,14,14,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_014_014_0020,Jer,JER,14,14,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_015_004_0002,Jer,JER,15,4,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_015_011_0005,Jer,JER,15,11,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_015_016_0005,Jer,JER,15,16,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_016_016_0003,Jer,JER,16,16,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_017_010_0009,Jer,JER,17,10,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_017_011_0010,Jer,JER,17,11,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_017_013_0007,Jer,JER,17,13,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JER_017_019_0009,Jer,JER,17,19,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_017_024_0022,Jer,JER,17,24,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_018_003_0004,Jer,JER,18,3,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JER_018_010_0002,Jer,JER,18,10,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_018_023_0017,Jer,JER,18,23,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JER_019_002_0009,Jer,JER,19,2,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_021_009_0014,Jer,JER,21,9,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_JER_021_012_0022,Jer,JER,21,12,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_022_004_0021,Jer,JER,22,4,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_023_018_0012,Jer,JER,23,18,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_024_009_0002,Jer,JER,24,9,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_025_007_0007,Jer,JER,25,7,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_025_013_0001,Jer,JER,25,13,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JER_026_006_0008,Jer,JER,26,6,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_028_001_0009,Jer,JER,28,1,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_029_014_0007,Jer,JER,29,14,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_029_018_0007,Jer,JER,29,18,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_029_023_0018,Jer,JER,29,23,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_031_040_0006,Jer,JER,31,40,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_032_001_0008,Jer,JER,32,1,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_032_004_0020,Jer,JER,32,4,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_032_023_0007,Jer,JER,32,23,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JER_033_008_0008,Jer,JER,33,8,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_034_011_0012,Jer,JER,34,11,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JER_034_017_0029,Jer,JER,34,17,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_037_004_0010,Jer,JER,37,4,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_037_019_0001,Jer,JER,37,19,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JER_038_002_0014,Jer,JER,38,2,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_JER_038_016_0010,Jer,JER,38,16,ketiv_only,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
