corpus,analysis_profile,analysis_reading,granularity,book,passage_count,membership_rows,reference_gap_count,disputed_passage_count,ketiv_uncertain_count,sensitivity_exclusion_count
hebrew,edition_complete,ketiv,two_verse,JON,47,2136,0,0,0,0
hebrew,edition_complete,ketiv,two_verse,MIC,104,4232,0,0,0,0
hebrew,edition_complete,ketiv,two_verse,NAM,46,1657,0,0,8,0
hebrew,edition_complete,ketiv,two_verse,HAB,55,2004,0,0,2,0
hebrew,edition_complete,ketiv,two_verse,ZEP,52,2226,0,0,4,0
hebrew,edition_complete,ketiv,two_verse,HAG,37,1781,0,0,2,0
hebrew,edition_complete,ketiv,two_verse,ZEC,210,9659,0,0,10,0
hebrew,edition_complete,ketiv,two_verse,MAL,54,2618,0,0,0,0
hebrew,edition_complete,ketiv,verse,GEN,1533,32358,0,0,6,0
hebrew,edition_complete,ketiv,verse,EXO,1213,26088,0,0,11,0
hebrew,edition_complete,ketiv,verse,LEV,859,18908,0,0,4,0
hebrew,edition_complete,ketiv,verse,NUM,1289,25248,0,0,5,0
hebrew,edition_complete,ketiv,verse,DEU,959,23148,0,0,19,0
hebrew,edition_complete,ketiv,verse,JOS,658,15925,0,0,24,0
hebrew,edition_complete,ketiv,verse,JDG,618,15523,0,0,15,0
hebrew,edition_complete,ketiv,verse,RUT,85,2035,0,0,6,0
hebrew,edition_complete,ketiv,verse,1SA,811,20825,0,0,49,0
hebrew,edition_complete,ketiv,verse,2SA,695,17076,0,0,58,0
hebrew,edition_complete,ketiv,verse,1KI,817,20391,0,0,31,0
hebrew,edition_complete,ketiv,verse,2KI,719,18786,0,0,38,0
hebrew,edition_complete,ketiv,verse,1CH,943,16714,0,0,20,0
hebrew,edition_complete,ketiv,verse,2CH,822,21379,0,0,19,0
hebrew,edition_complete,ketiv,verse,EZR,280,5827,0,0,19,0
hebrew,edition_complete,ketiv,verse,NEH,405,8543,0,0,12,0
hebrew,edition_complete,ketiv,verse,EST,167,4904,0,0,9,0
hebrew,edition_complete,ketiv,verse,JOB,1070,12609,0,0,39,0
hebrew,edition_complete,ketiv,verse,PSA,2527,30245,0,0,40,0
hebrew,edition_complete,ketiv,verse,PRO,915,9798,0,0,31,0
hebrew,edition_complete,ketiv,verse,ECC,222,4536,0,0,5,0
hebrew,edition_complete,ketiv,verse,SNG,117,2018,0,0,4,0
hebrew,edition_complete,ketiv,verse,ISA,1291,25663,0,0,26,0
hebrew,edition_complete,ketiv,verse,JER,1364,32934,0,0,72,0
hebrew,edition_complete,ketiv,verse,LAM,154,2284,0,0,17,0
hebrew,edition_complete,ketiv,verse,EZK,1273,29746,0,0,70,0
hebrew,edition_complete,ketiv,verse,DAN,357,9489,0,0,54,0
hebrew,edition_complete,ketiv,verse,HOS,197,3640,0,0,1,0
hebrew,edition_complete,ketiv,verse,JOL,73,1459,0,0,0,0
hebrew,edition_complete,ketiv,verse,AMO,146,3055,0,0,2,0
hebrew,edition_complete,ketiv,verse,OBA,21,439,0,0,1,0
hebrew,edition_complete,ketiv,verse,JON,48,1089,0,0,0,0
hebrew,edition_complete,ketiv,verse,MIC,105,2134,0,0,0,0
hebrew,edition_complete,ketiv,verse,NAM,47,844,0,0,4,0
hebrew,edition_complete,ketiv,verse,HAB,56,1017,0,0,1,0
hebrew,edition_complete,ketiv,verse,ZEP,53,1144,0,0,2,0
hebrew,edition_complete,ketiv,verse,HAG,38,927,0,0,1,0
hebrew,edition_complete,ketiv,verse,ZEC,211,4861,0,0,5,0
hebrew,edition_complete,ketiv,verse,MAL,55,1323,0,0,0,0
hebrew,edition_complete,qere,clause,GEN,6648,29135,0,0,0,3
hebrew,edition_complete,qere,clause,EXO,4707,24061,0,0,0,0
hebrew,edition_complete,qere,clause,LEV,3491,17587,0,0,0,2
hebrew,edition_complete,qere,clause,NUM,4276,23442,0,0,0,0
hebrew,edition_complete,qere,clause,DEU,4238,21744,0,0,0,0
hebrew,edition_complete,qere,clause,JOS,2534,14771,0,0,0,0
hebrew,edition_complete,qere,clause,JDG,3122,13936,0,0,0,0
hebrew,edition_complete,qere,clause,RUT,507,1805,0,0,0,0
hebrew,edition_complete,qere,clause,1SA,4390,18605,0,0,0,0
hebrew,edition_complete,qere,clause,2SA,3509,15494,0,0,0,0
hebrew,edition_complete,qere,clause,1KI,3966,18721,0,0,0,0
hebrew,edition_complete,qere,clause,2KI,3722,17055,0,0,0,0
hebrew,edition_complete,qere,clause,1CH,2555,15469,0,0,0,0
hebrew,edition_complete,qere,clause,2CH,3581,19616,0,0,0,1
hebrew,edition_complete,qere,clause,EZR,855,5516,0,0,0,0
hebrew,edition_complete,qere,clause,NEH,1337,7932,0,0,0,0
hebrew,edition_complete,qere,clause,EST,813,4608,0,0,0,0
hebrew,edition_complete,qere,clause,JOB,3593,11687,0,0,0,0
hebrew,edition_complete,qere,clause,PSA,7694,28574,0,0,0,1
hebrew,edition_complete,qere,clause,PRO,2609,9149,0,0,0,1
hebrew,edition_complete,qere,clause,ECC,1107,4252,0,0,0,0
hebrew,edition_complete,qere,clause,SNG,509,1967,0,0,0,0
hebrew,edition_complete,qere,clause,ISA,6507,23899,0,0,0,0
hebrew,edition_complete,qere,clause,JER,6963,30852,0,0,0,1
hebrew,edition_complete,qere,clause,LAM,555,2217,0,0,0,2
hebrew,edition_complete,qere,clause,EZK,6150,27605,0,0,0,0
hebrew,edition_complete,qere,clause,DAN,1955,8802,0,0,0,0
hebrew,edition_complete,qere,clause,HOS,881,3321,0,0,0,0
hebrew,edition_complete,qere,clause,JOL,335,1340,0,0,0,0
hebrew,edition_complete,qere,clause,AMO,806,2856,0,0,0,0
hebrew,edition_complete,qere,clause,OBA,98,409,0,0,0,0
hebrew,edition_complete,qere,clause,JON,250,974,0,0,0,0
hebrew,edition_complete,qere,clause,MIC,509,1988,0,0,0,0
hebrew,edition_complete,qere,clause,NAM,215,778,0,0,0,0
hebrew,edition_complete,qere,clause,HAB,294,943,0,0,0,0
hebrew,edition_complete,qere,clause,ZEP,251,1082,0,0,0,0
hebrew,edition_complete,qere,clause,HAG,173,871,0,0,0,0
hebrew,edition_complete,qere,clause,ZEC,1086,4450,0,0,0,0
hebrew,edition_complete,qere,clause,MAL,315,1203,0,0,0,0
hebrew,edition_complete,qere,five_verse,GEN,1529,161465,0,0,0,0
hebrew,edition_complete,qere,five_verse,EXO,1209,130236,0,0,0,0
hebrew,edition_complete,qere,five_verse,LEV,855,94167,0,0,0,0
hebrew,edition_complete,qere,five_verse,NUM,1285,125833,0,0,0,0
hebrew,edition_complete,qere,five_verse,DEU,955,115401,0,0,0,0
hebrew,edition_complete,qere,five_verse,JOS,654,79262,0,0,0,0
hebrew,edition_complete,qere,five_verse,JDG,614,77222,0,0,0,0
hebrew,edition_complete,qere,five_verse,RUT,81,9838,0,0,0,0
hebrew,edition_complete,qere,five_verse,1SA,807,103996,0,0,0,0
hebrew,edition_complete,qere,five_verse,2SA,691,85218,0,0,0,0
hebrew,edition_complete,qere,five_verse,1KI,813,101658,0,0,0,0
hebrew,edition_complete,qere,five_verse,2KI,715,93718,0,0,0,0
hebrew,edition_complete,qere,five_verse,1CH,939,83426,0,0,0,0
hebrew,edition_complete,qere,five_verse,2CH,818,106403,0,0,0,0
hebrew,edition_complete,qere,five_verse,EZR,276,28850,0,0,0,0
hebrew,edition_complete,qere,five_verse,NEH,401,42340,0,0,0,0
hebrew,edition_complete,qere,five_verse,EST,163,24111,0,0,0,0
hebrew,edition_complete,qere,five_verse,JOB,1066,62927,0,0,0,0
hebrew,edition_complete,qere,five_verse,PSA,2523,151210,0,0,0,0
hebrew,edition_complete,qere,five_verse,PRO,911,48964,0,0,0,0
hebrew,edition_complete,qere,five_verse,ECC,218,22442,0,0,0,0
hebrew,edition_complete,qere,five_verse,SNG,113,9833,0,0,0,0
hebrew,edition_complete,qere,five_verse,ISA,1287,128055,0,0,0,0
hebrew,edition_complete,qere,five_verse,JER,1360,164666,0,0,0,0
hebrew,edition_complete,qere,five_verse,LAM,150,11162,0,0,0,0
hebrew,edition_complete,qere,five_verse,EZK,1269,148992,0,0,0,0
hebrew,edition_complete,qere,five_verse,DAN,353,47519,0,0,0,0
hebrew,edition_complete,qere,five_verse,HOS,193,17764,0,0,0,0
hebrew,edition_complete,qere,five_verse,JOL,69,6988,0,0,0,0
hebrew,edition_complete,qere,five_verse,AMO,142,14788,0,0,0,0
hebrew,edition_complete,qere,five_verse,OBA,17,1777,0,0,0,0
hebrew,edition_complete,qere,five_verse,JON,44,4972,0,0,0,0
hebrew,edition_complete,qere,five_verse,MIC,101,10293,0,0,0,0
hebrew,edition_complete,qere,five_verse,NAM,43,3870,0,0,0,0
hebrew,edition_complete,qere,five_verse,HAB,52,4749,0,0,0,0
hebrew,edition_complete,qere,five_verse,ZEP,49,5214,0,0,0,0
hebrew,edition_complete,qere,five_verse,HAG,34,4123,0,0,0,0
hebrew,edition_complete,qere,five_verse,ZEC,207,23834,0,0,0,0
hebrew,edition_complete,qere,five_verse,MAL,51,6258,0,0,0,0
hebrew,edition_complete,qere,sentence,GEN,1533,32365,0,0,0,0
hebrew,edition_complete,qere,sentence,EXO,1213,26102,0,0,0,0
hebrew,edition_complete,qere,sentence,LEV,859,18912,0,0,0,0
hebrew,edition_complete,qere,sentence,NUM,1289,25253,0,0,0,0
hebrew,edition_complete,qere,sentence,DEU,959,23175,0,0,0,0
hebrew,edition_complete,qere,sentence,JOS,658,15953,0,0,0,0
hebrew,edition_complete,qere,sentence,JDG,618,15541,0,0,0,0
hebrew,edition_complete,qere,sentence,RUT,85,2041,0,0,0,0
hebrew,edition_complete,qere,sentence,1SA,811,20892,0,0,0,0
hebrew,edition_complete,qere,sentence,2SA,695,17155,0,0,0,0
hebrew,edition_complete,qere,sentence,1KI,817,20429,0,0,0,0
hebrew,edition_complete,qere,sentence,2KI,719,18831,0,0,0,0
hebrew,edition_complete,qere,sentence,1CH,943,16739,0,0,0,0
hebrew,edition_complete,qere,sentence,2CH,822,21400,0,0,0,0
hebrew,edition_complete,qere,sentence,EZR,280,5856,0,0,0,0
hebrew,edition_complete,qere,sentence,NEH,405,8557,0,0,0,0
hebrew,edition_complete,qere,sentence,EST,167,4917,0,0,0,0
hebrew,edition_complete,qere,sentence,JOB,1070,12660,0,0,0,0
hebrew,edition_complete,qere,sentence,PSA,2527,30299,0,0,0,0
hebrew,edition_complete,qere,sentence,PRO,915,9834,0,0,0,0
hebrew,edition_complete,qere,sentence,ECC,222,4542,0,0,0,0
hebrew,edition_complete,qere,sentence,SNG,117,2022,0,0,0,0
hebrew,edition_complete,qere,sentence,ISA,1291,25697,0,0,0,0
hebrew,edition_complete,qere,sentence,JER,1364,33016,0,0,0,0
hebrew,edition_complete,qere,sentence,LAM,154,2303,0,0,0,0
hebrew,edition_complete,qere,sentence,EZK,1273,29882,0,0,0,0
hebrew,edition_complete,qere,sentence,DAN,357,9587,0,0,0,0
hebrew,edition_complete,qere,sentence,HOS,197,3641,0,0,0,0
hebrew,edition_complete,qere,sentence,JOL,73,1459,0,0,0,0
hebrew,edition_complete,qere,sentence,AMO,146,3057,0,0,0,0
hebrew,edition_complete,qere,sentence,OBA,21,440,0,0,0,0
hebrew,edition_complete,qere,sentence,JON,48,1089,0,0,0,0
hebrew,edition_complete,qere,sentence,MIC,105,2134,0,0,0,0
hebrew,edition_complete,qere,sentence,NAM,47,849,0,0,0,0
hebrew,edition_complete,qere,sentence,HAB,56,1018,0,0,0,0
hebrew,edition_complete,qere,sentence,ZEP,53,1146,0,0,0,0
hebrew,edition_complete,qere,sentence,HAG,38,928,0,0,0,0
hebrew,edition_complete,qere,sentence,ZEC,211,4867,0,0,0,0
hebrew,edition_complete,qere,sentence,MAL,55,1323,0,0,0,0
hebrew,edition_complete,qere,two_verse,GEN,1532,64700,0,0,0,0
hebrew,edition_complete,qere,two_verse,EXO,1212,52166,0,0,0,0
hebrew,edition_complete,qere,two_verse,LEV,858,37796,0,0,0,0
hebrew,edition_complete,qere,two_verse,NUM,1288,50454,0,0,0,0
hebrew,edition_complete,qere,two_verse,DEU,958,46296,0,0,0,0
hebrew,edition_complete,qere,two_verse,JOS,657,31867,0,0,0,0
hebrew,edition_complete,qere,two_verse,JDG,617,31039,0,0,0,0
hebrew,edition_complete,qere,two_verse,RUT,84,4039,0,0,0,0
hebrew,edition_complete,qere,two_verse,1SA,810,41743,0,0,0,0
hebrew,edition_complete,qere,two_verse,2SA,694,34265,0,0,0,0
hebrew,edition_complete,qere,two_verse,1KI,816,40817,0,0,0,0
hebrew,edition_complete,qere,two_verse,2KI,718,37633,0,0,0,0
hebrew,edition_complete,qere,two_verse,1CH,942,33452,0,0,0,0
hebrew,edition_complete,qere,two_verse,2CH,821,42735,0,0,0,0
hebrew,edition_complete,qere,two_verse,EZR,279,11664,0,0,0,0
hebrew,edition_complete,qere,two_verse,NEH,404,17076,0,0,0,0
hebrew,edition_complete,qere,two_verse,EST,166,9782,0,0,0,0
hebrew,edition_complete,qere,two_verse,JOB,1069,25289,0,0,0,0
hebrew,edition_complete,qere,two_verse,PSA,2526,60570,0,0,0,0
hebrew,edition_complete,qere,two_verse,PRO,914,19647,0,0,0,0
hebrew,edition_complete,qere,two_verse,ECC,221,9060,0,0,0,0
hebrew,edition_complete,qere,two_verse,SNG,116,4021,0,0,0,0
hebrew,edition_complete,qere,two_verse,ISA,1290,51348,0,0,0,0
hebrew,edition_complete,qere,two_verse,JER,1363,65994,0,0,0,0
hebrew,edition_complete,qere,two_verse,LAM,153,4575,0,0,0,0
hebrew,edition_complete,qere,two_verse,EZK,1272,59722,0,0,0,0
hebrew,edition_complete,qere,two_verse,DAN,356,19140,0,0,0,0
hebrew,edition_complete,qere,two_verse,HOS,196,7235,0,0,0,0
hebrew,edition_complete,qere,two_verse,JOL,72,2899,0,0,0,0
hebrew,edition_complete,qere,two_verse,AMO,145,6061,0,0,0,0
hebrew,edition_complete,qere,two_verse,OBA,20,835,0,0,0,0
hebrew,edition_complete,qere,two_verse,JON,47,2136,0,0,0,0
hebrew,edition_complete,qere,two_verse,MIC,104,4232,0,0,0,0
hebrew,edition_complete,qere,two_verse,NAM,46,1667,0,0,0,0
hebrew,edition_complete,qere,two_verse,HAB,55,2006,0,0,0,0
hebrew,edition_complete,qere,two_verse,ZEP,52,2230,0,0,0,0
hebrew,edition_complete,qere,two_verse,HAG,37,1783,0,0,0,0
hebrew,edition_complete,qere,two_verse,ZEC,210,9671,0,0,0,0
hebrew,edition_complete,qere,two_verse,MAL,54,2618,0,0,0,0
hebrew,edition_complete,qere,verse,GEN,1533,32365,0,0,0,0
hebrew,edition_complete,qere,verse,EXO,1213,26102,0,0,0,0
hebrew,edition_complete,qere,verse,LEV,859,18912,0,0,0,0
hebrew,edition_complete,qere,verse,NUM,1289,25253,0,0,0,0
hebrew,edition_complete,qere,verse,DEU,959,23175,0,0,0,0
hebrew,edition_complete,qere,verse,JOS,658,15953,0,0,0,0
hebrew,edition_complete,qere,verse,JDG,618,15541,0,0,0,0
hebrew,edition_complete,qere,verse,RUT,85,2041,0,0,0,0
hebrew,edition_complete,qere,verse,1SA,811,20892,0,0,0,0
hebrew,edition_complete,qere,verse,2SA,695,17155,0,0,0,0
hebrew,edition_complete,qere,verse,1KI,817,20429,0,0,0,0
hebrew,edition_complete,qere,verse,2KI,719,18831,0,0,0,0
hebrew,edition_complete,qere,verse,1CH,943,16739,0,0,0,0
hebrew,edition_complete,qere,verse,2CH,822,21400,0,0,0,0
hebrew,edition_complete,qere,verse,EZR,280,5856,0,0,0,0
hebrew,edition_complete,qere,verse,NEH,405,8557,0,0,0,0
hebrew,edition_complete,qere,verse,EST,167,4917,0,0,0,0
hebrew,edition_complete,qere,verse,JOB,1070,12660,0,0,0,0
hebrew,edition_complete,qere,verse,PSA,2527,30299,0,0,0,0
hebrew,edition_complete,qere,verse,PRO,915,9834,0,0,0,0
hebrew,edition_complete,qere,verse,ECC,222,4542,0,0,0,0
hebrew,edition_complete,qere,verse,SNG,117,2022,0,0,0,0
hebrew,edition_complete,qere,verse,ISA,1291,25697,0,0,0,0
hebrew,edition_complete,qere,verse,JER,1364,33016,0,0,0,0
hebrew,edition_complete,qere,verse,LAM,154,2303,0,0,0,0
hebrew,edition_complete,qere,verse,EZK,1273,29882,0,0,0,0
hebrew,edition_complete,qere,verse,DAN,357,9587,0,0,0,0
hebrew,edition_complete,qere,verse,HOS,197,3641,0,0,0,0
hebrew,edition_complete,qere,verse,JOL,73,1459,0,0,0,0
hebrew,edition_complete,qere,verse,AMO,146,3057,0,0,0,0
hebrew,edition_complete,qere,verse,OBA,21,440,0,0,0,0
hebrew,edition_complete,qere,verse,JON,48,1089,0,0,0,0
hebrew,edition_complete,qere,verse,MIC,105,2134,0,0,0,0
hebrew,edition_complete,qere,verse,NAM,47,849,0,0,0,0
hebrew,edition_complete,qere,verse,HAB,56,1018,0,0,0,0
hebrew,edition_complete,qere,verse,ZEP,53,1146,0,0,0,0
hebrew,edition_complete,qere,verse,HAG,38,928,0,0,0,0
hebrew,edition_complete,qere,verse,ZEC,211,4867,0,0,0,0
hebrew,edition_complete,qere,verse,MAL,55,1323,0,0,0,0
